N=1;T=100;dt=1
0;1;0.878034;0.68429;0;0;0;1.03327
0;2;0.903472;0.716624;0;0;0;1.03327
0;3;0.934308;0.708324;0;0;0;1.03327
0;4;0.91956;0.652061;0;0;0;1.03327
0;5;0.913984;0.717451;0;0;0;1.03327
0;6;0.898213;0.653704;0;0;0;1.03327
0;7;0.934156;0.66011;0;0;0;1.03327
0;8;0.882156;0.66825;0;0;0;1.03327
0;9;0.939102;0.702569;0;0;0;1.03327
0;10;0.933767;0.659749;0;0;0;1.03327
0;11;0.879047;0.692435;0;0;0;1.03327
0;12;0.899093;0.653342;0;0;0;1.03327
0;13;0.910684;0.717554;0;0;0;1.03327
0;14;0.88499;0.663932;0;0;0;1.03327
0;15;0.930335;0.711579;0;0;0;1.03327
0;16;0.942911;0.673907;0;0;0;1.03327
0;17;0.917461;0.716985;0;0;0;1.03327
0;18;0.887732;0.660811;0;0;0;1.03327
0;19;0.91345;0.65109;0;0;0;1.03327
0;20;0.943793;0.677126;0;0;0;1.03327
0;21;0.943193;0.674805;0;0;0;1.03327
0;22;0.899681;0.715463;0;0;0;1.03327
0;23;0.891643;0.711128;0;0;0;1.03327
0;24;0.920136;0.652214;0;0;0;1.03327
0;25;0.924216;0.714951;0;0;0;1.03327
0;26;0.921531;0.715948;0;0;0;1.03327
0;27;0.932393;0.658559;0;0;0;1.03327
0;28;0.878601;0.690404;0;0;0;1.03327
0;29;0.92633;0.713973;0;0;0;1.03327
0;30;0.925467;0.654186;0;0;0;1.03327
0;31;0.900894;0.652691;0;0;0;1.03327
0;32;0.920291;0.716323;0;0;0;1.03327
0;33;0.897926;0.653829;0;0;0;1.03327
0;34;-nan;-nan;0;0;0;1.03327
0;35;-nan;-nan;0;0;0;-nan
0;36;-nan;-nan;0;0;0;-nan
0;37;-nan;-nan;0;0;0;-nan
0;38;-nan;-nan;0;0;0;-nan
0;39;-nan;-nan;0;0;0;-nan
0;40;-nan;-nan;0;0;0;-nan
0;41;-nan;-nan;0;0;0;-nan
0;42;-nan;-nan;0;0;0;-nan
0;43;-nan;-nan;0;0;0;-nan
0;44;-nan;-nan;0;0;0;-nan
0;45;-nan;-nan;0;0;0;-nan
0;46;-nan;-nan;0;0;0;-nan
0;47;-nan;-nan;0;0;0;-nan
0;48;-nan;-nan;0;0;0;-nan
0;49;-nan;-nan;0;0;0;-nan
0;50;-nan;-nan;0;0;0;-nan
0;51;-nan;-nan;0;0;0;-nan
0;52;-nan;-nan;0;0;0;-nan
0;53;-nan;-nan;0;0;0;-nan
0;54;-nan;-nan;0;0;0;-nan
0;55;-nan;-nan;0;0;0;-nan
0;56;-nan;-nan;0;0;0;-nan
0;57;-nan;-nan;0;0;0;-nan
0;58;-nan;-nan;0;0;0;-nan
0;59;-nan;-nan;0;0;0;-nan
0;60;-nan;-nan;0;0;0;-nan
0;61;-nan;-nan;0;0;0;-nan
0;62;-nan;-nan;0;0;0;-nan
0;63;-nan;-nan;0;0;0;-nan
0;64;-nan;-nan;0;0;0;-nan
0;65;-nan;-nan;0;0;0;-nan
0;66;-nan;-nan;0;0;0;-nan
0;67;-nan;-nan;0;0;0;-nan
0;68;-nan;-nan;0;0;0;-nan
0;69;-nan;-nan;0;0;0;-nan
0;70;-nan;-nan;0;0;0;-nan
0;71;-nan;-nan;0;0;0;-nan
0;72;-nan;-nan;0;0;0;-nan
0;73;-nan;-nan;0;0;0;-nan
0;74;-nan;-nan;0;0;0;-nan
0;75;-nan;-nan;0;0;0;-nan
0;76;-nan;-nan;0;0;0;-nan
0;77;-nan;-nan;0;0;0;-nan
0;78;-nan;-nan;0;0;0;-nan
0;79;-nan;-nan;0;0;0;-nan
0;80;-nan;-nan;0;0;0;-nan
0;81;-nan;-nan;0;0;0;-nan
0;82;-nan;-nan;0;0;0;-nan
0;83;-nan;-nan;0;0;0;-nan
0;84;-nan;-nan;0;0;0;-nan
0;85;-nan;-nan;0;0;0;-nan
0;86;-nan;-nan;0;0;0;-nan
0;87;-nan;-nan;0;0;0;-nan
0;88;-nan;-nan;0;0;0;-nan
0;89;-nan;-nan;0;0;0;-nan
0;90;-nan;-nan;0;0;0;-nan
0;91;-nan;-nan;0;0;0;-nan
0;92;-nan;-nan;0;0;0;-nan
0;93;-nan;-nan;0;0;0;-nan
0;94;-nan;-nan;0;0;0;-nan
0;95;-nan;-nan;0;0;0;-nan
0;96;-nan;-nan;0;0;0;-nan
0;97;-nan;-nan;0;0;0;-nan
0;98;-nan;-nan;0;0;0;-nan
0;99;-nan;-nan;0;0;0;-nan
0;100;-nan;-nan;0;0;0;-nan
